participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.3178999999761345,2.518000000000029]",0,0,0,0,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.558999999999969,3.0707999999522144]",0,1,1,1,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.869899999976269],0,2,2,2,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""rshift""]","[1.8849000000952856,3.092600000023822]",0,3,3,3,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""rshift""]","[1.3163999999762837,4.264799999952402]",0,4,4,4,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[3.1690000000000964],0,5,5,5,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3212000000478383,2.520700000047782]",0,6,6,6,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.8703000000714383,2.6031000000239146]",0,7,7,7,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift"",""lshift""]","[1.2723999999761872,2.601299999952289,3.801599999904738]",0,0,0,0,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[2.0328000000715747,3.637800000071593]",0,1,1,1,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.7135000000000673],0,2,2,2,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift"",""rshift"",""rshift""]","[1.7816000000239,2.767900000095551,3.6748000000716274]",0,3,3,3,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""rshift""]","[1.1312000000475564,1.6176000000239128,3.4155000000000655]",0,4,4,4,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.3903999999761254],0,5,5,5,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2316999999284235,2.26949999999988]",0,6,6,6,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.6855000000000473,2.2372999999524836]",0,7,7,7,1,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,079,l1,f,se,na,audio/079.wav,,l1_f_se_na_079,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[2.354399999976067],0,0,0,18,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,080,l1,f,se,na,audio/080.wav,,l1_f_se_na_080,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[4.086199999928567],0,1,1,19,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,089,l1,f,sp,na,audio/089.wav,,l1_f_sp_na_089,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[2.3344999999999345],0,2,2,28,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,093,l1,f,sp,na,audio/093.wav,,l1_f_sp_na_093,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[2.1240000000000236],0,3,3,32,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,087,l1,f,sp,na,audio/087.wav,,l1_f_sp_na_087,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[2.433700000047793],0,4,4,26,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,073,l1,f,en,na,audio/073.wav,,l1_f_en_na_073,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[2.2725000000000364],0,5,5,12,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,145,l2,t,es,f0u,audio/145.wav,,l2_t_es_f0u_145,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.716100000023971,3.0996000000238837]",0,6,6,49,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,065,l1,f,en,na,audio/065.wav,,l1_f_en_na_065,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.3337000000476564],0,7,7,4,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,018,l1,t,es,na,audio/018.wav,,l1_t_es_na_018,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3701999999284453,2.714999999999918]",0,8,8,42,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,150,l2,t,es,f0u,audio/150.wav,,l2_t_es_f0u_150,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3552999999524218,2.4746000000238837]",0,9,9,54,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,075,l1,f,en,na,audio/075.wav,,l1_f_en_na_075,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.6746000000237018,2.8542000000475127]",0,10,10,14,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,072,l1,f,en,na,audio/072.wav,,l1_f_en_na_072,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[2.3366000000239637],0,11,11,11,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,064,l1,f,en,na,audio/064.wav,,l1_f_en_na_064,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.4175000000000182,3.566000000000031]",0,12,12,3,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,141,l2,t,es,f0u,audio/141.wav,,l2_t_es_f0u_141,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[2.4456000000238873],0,13,13,45,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,146,l2,t,es,f0u,audio/146.wav,,l2_t_es_f0u_146,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.758700000047611,3.269399999976031]",0,14,14,50,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,149,l2,t,es,f0u,audio/149.wav,,l2_t_es_f0u_149,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.403600000023971,2.8665000000000873]",0,15,15,53,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,095,l1,f,sp,na,audio/095.wav,,l1_f_sp_na_095,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""rshift""]","[1.4182999999522963,2.2835000000000036]",0,16,16,34,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,086,l1,f,sp,na,audio/086.wav,,l1_f_sp_na_086,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.5335000000000036],0,17,17,25,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,017,l1,t,es,na,audio/017.wav,,l1_t_es_na_017,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.1989999999998417,2.7818999999760763]",0,18,18,41,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,020,l1,t,es,na,audio/020.wav,,l1_t_es_na_020,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2058999999760545,2.5893999999761945]",0,19,19,44,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,142,l2,t,es,f0u,audio/142.wav,,l2_t_es_f0u_142,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2830000000001291,2.370700000047691]",0,20,20,46,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,077,l1,f,se,na,audio/077.wav,,l1_f_se_na_077,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.4341000000238182,2.314600000023802]",0,21,21,16,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,069,l1,f,en,na,audio/069.wav,,l1_f_en_na_069,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.5060000000000855],0,22,22,8,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,148,l2,t,es,f0u,audio/148.wav,,l2_t_es_f0u_148,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.18260000002374,2.30169999992836]",0,23,23,52,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,011,l1,t,es,na,audio/011.wav,,l1_t_es_na_011,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3842000000477128,2.749499999999898]",0,24,24,35,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,090,l1,f,sp,na,audio/090.wav,,l1_f_sp_na_090,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.6828999999761436],0,25,25,29,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,012,l1,t,es,na,audio/012.wav,,l1_t_es_na_012,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""lshift"",""rshift""]","[1.6002000000478347,1.8352000000477346,2.683999999999969]",0,26,26,36,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,015,l1,t,es,na,audio/015.wav,,l1_t_es_na_015,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.9693999999763037,2.90300000000002]",0,27,27,39,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,016,l1,t,es,na,audio/016.wav,,l1_t_es_na_016,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2683999999760545,3.1843999999759944]",0,28,28,40,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,070,l1,f,en,na,audio/070.wav,,l1_f_en_na_070,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[2.183499999999867],0,29,29,9,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,088,l1,f,sp,na,audio/088.wav,,l1_f_sp_na_088,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.0820000000001073],0,30,30,27,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,014,l1,t,es,na,audio/014.wav,,l1_t_es_na_014,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2180000000000746,2.2212999999524072]",0,31,31,38,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,063,l1,f,en,na,audio/063.wav,,l1_f_en_na_063,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.186700000047722],0,32,32,2,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,084,l1,f,se,na,audio/084.wav,,l1_f_se_na_084,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.415300000071511,2.768399999976282]",0,33,33,23,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,147,l2,t,es,f0u,audio/147.wav,,l2_t_es_f0u_147,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.2831999999284562,2.5836000000238073]",0,34,34,51,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,144,l2,t,es,f0u,audio/144.wav,,l2_t_es_f0u_144,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.5016000000239274,2.189600000023802]",0,35,35,48,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,143,l2,t,es,f0u,audio/143.wav,,l2_t_es_f0u_143,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4541999999285053,3.038099999904489]",0,36,36,47,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,062,l1,f,en,na,audio/062.wav,,l1_f_en_na_062,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.36720000004766],0,37,37,1,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,078,l1,f,se,na,audio/078.wav,,l1_f_se_na_078,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.3871999999282707,2.339299999952118]",0,38,38,17,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,083,l1,f,se,na,audio/083.wav,,l1_f_se_na_083,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.551199999928258,3.4313999999760654]",0,39,39,22,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,091,l1,f,sp,na,audio/091.wav,,l1_f_sp_na_091,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.4839999999999236],0,40,40,30,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,071,l1,f,en,na,audio/071.wav,,l1_f_en_na_071,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.5499000000954766],0,41,41,10,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,066,l1,f,en,na,audio/066.wav,,l1_f_en_na_066,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.6525999999046235],0,42,42,5,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,013,l1,t,es,na,audio/013.wav,,l1_t_es_na_013,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.3176999999284362,2.7676999999284817]",0,43,43,37,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,081,l1,f,se,na,audio/081.wav,,l1_f_se_na_081,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift"",""lshift""]","[1.5223999999761872,2.6341000000238637,3.1387999999524254]",0,44,44,20,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,068,l1,f,en,na,audio/068.wav,,l1_f_en_na_068,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.2081000000237054],0,45,45,7,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,074,l1,f,en,na,audio/074.wav,,l1_f_en_na_074,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.3336999999282853],0,46,46,13,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,019,l1,t,es,na,audio/019.wav,,l1_t_es_na_019,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.4688000000714965,2.751700000047549]",0,47,47,43,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,094,l1,f,sp,na,audio/094.wav,,l1_f_sp_na_094,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.9815000000000964],0,48,48,33,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,076,l1,f,se,na,audio/076.wav,,l1_f_se_na_076,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.8508000000715583,2.2028000000716474]",0,49,49,15,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,067,l1,f,en,na,audio/067.wav,,l1_f_en_na_067,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[1.2682000000477274],0,50,50,6,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,082,l1,f,se,na,audio/082.wav,,l1_f_se_na_082,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.21550000000002,2.255000000000109]",0,51,51,21,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,092,l1,f,sp,na,audio/092.wav,,l1_f_sp_na_092,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift""]",[1.4691000000236727],0,52,52,31,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,061,l1,f,en,na,audio/061.wav,,l1_f_en_na_061,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""lshift""]",[2.0218999999760854],0,53,53,0,1,
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,085,l1,f,se,na,audio/085.wav,,l1_f_se_na_085,,,,,,,image/america.png,image/spain.png,,,,,,,,,,,,2,america,spain,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[1.5557999999523418,2.6499999999998636]",0,54,54,24,1,1
029,001,2023-10-21_17h02.18.335,exp_g2,2022.2.5,Win32,60.12144532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
